name,ticket,quota,ballotPosition,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150,C151,C152,C153,C154,C155,C156,C157,C158,C159,C160,C161,C162,C163,C164,C165,C166,C167,C168,C169,C170,C171,C172,C173,C174,C175,C176,C177,C178,C179,C180,C181,C182,C183,C184,C185,C186,C187,C188,C189,C190,C191,C192,C193,C194,C195,C196,C197,C198,C199,C200,C201,C202,C203,C204,C205,C206,C207,C208,C209,C210,C211,C212,C213,C214,C215,C216,C217,C218,C219,C220,C221,C222,C223,C224,C225,C226,C227,C228,C229,C230,C231,C232,C233,C234,C235,C236,C237,C238,C239,C240,C241,C242,C243,C244,C245,C246,C247,C248,C249,C250,C251,C252,C253,C254,C255,C256,C257,C258,C259,C260,C261,C262,C263,C264,C265,C266,C267,C268,C269,C270,C271,C272,C273,C274,C275,C276,C277,C278,C279,C280,C281,C282,C283,C284,C285,C286,C287,C288,C289,C290,C291,C292,C293,C294,C295,C296,C297,C298,C299,C300,C301,C302,C303,C304,C305,C306,C307,C308,C309,C310,C311,C312,C313,C314,C315,C316,C317,C318,C319,C320,C321,C322,C323,C324,C325,C326,C327,C328,C329,C330,C331,C332,C333,C334,C335,C336,C337,C338,C339,C340,C341,C342,C343,C344,C345,C346,C347,C348,C349,C350,C351,C352,C353,C354,C355,C356,C357,C358,C359,C360,C361,C362,C363,C364,C365,C366,C367
"PERRY, Dustin",S,534207,74,2359,2359,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2367,2404,2404,2404,2404,2404,2404,2404,2404,2404,2404,2404,2404,2404,2404,2404,2404,2404,2404,2404,2404,2404,2404,2404,2404,2404,2405,2405,2405,2405,2405,2405,2405,2405,2405,2405,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2408,2408,2408,2408,2408,2408,2408,2408,2408,2409,2409,2409,2409,2409,2411,2411,2411,2411,2411,2411,2411,2411,2411,2411,2412,2412,2412,2412,2412,2412,2412,2412,2412,2412,2412,2412,2412,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415,2416,2416,2416,2416,2416,2417,2417,2417,2417,2417,2417,2417,2417,2417,2417,2419,2419,2419,2419,2420,2420,2420,2420,2420,2421,2421,2421,2421,2421,2422,2422,2422,2422,2422,2424,2424,2424,2424,2425,2425,2425,2425,2425,2426,2426,2426,2426,2426,2429,2429,2429,2429,2429,2430,2430,2430,2430,2430,2431,2431,2431,2431,2431,2434,2434,2434,2434,2434,2435,2435,2435,2435,2435,2459,2459,2459,2459,2459,2462,2462,2462,2462,2462,2472,2472,2472,2472,2472,2473,2473,2473,2473,2473,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BROWN, Siobhann",E,534207,108,2206,2207,2208,2208,2208,2208,2208,2208,2208,2208,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2217,2217,2217,2217,2221,2221,2221,2221,2221,2221,2221,2221,2223,2223,2223,2223,2223,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226,2227,2227,2227,2227,2227,2227,2227,2227,2227,2227,2227,2227,2227,2227,2227,2229,2229,2229,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2232,2232,2232,2232,2232,2232,2232,2232,2232,2232,2233,2233,2233,2233,2234,2234,2234,2234,2234,2234,2234,2234,2234,2234,2235,2235,2235,2235,2235,2239,2239,2239,2239,2256,2256,2256,2256,2256,2256,2256,2256,2256,2256,2261,2261,2261,2261,2261,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2263,2263,2263,2263,2263,2264,2264,2264,2264,2264,2324,2324,2324,2324,2324,2330,2330,2330,2330,2330,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RANK, Anita",A,534207,35,1978,2258,2264,2559,2559,2559,2559,2559,2559,2559,2559,2559,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2561,2561,2561,2561,2561,2562,2562,2562,2562,2562,2563,2563,2563,2563,2563,2563,2563,2563,2563,2563,2563,2563,2563,2563,2563,2563,2563,2564,2564,2564,2564,2564,2567,2567,2567,2567,2567,2570,2571,2571,2571,2571,2572,2573,2573,2573,2573,2574,2574,2574,2574,2574,2578,2579,2579,2579,2579,2581,2581,2581,2581,2581,2581,2581,2581,2584,2585,2585,2585,2585,2586,2586,2586,2586,2586,2586,2586,2586,2586,2586,2592,2592,2592,2592,2592,2594,2594,2594,2594,2596,2596,2596,2596,2596,2597,2597,2597,2597,2597,2601,2601,2601,2601,2601,2610,2610,2610,2610,2610,2610,2610,2610,2610,2614,2615,2615,2615,2615,2618,2618,2618,2618,2618,2774,2797,2797,2813,2813,2816,2816,2816,2816,2816,2816,2816,2816,2816,2816,2820,2820,2820,2820,2820,2856,2856,2856,2856,2856,2904,2905,2906,2906,2906,2906,2906,2906,2906,2906,3803,3882,3882,4006,4006,4009,4009,4009,4009,4009,4022,4022,4022,4022,4022,4047,4047,4047,4047,4047,4047,4047,4047,4047,4047,4078,4078,4078,4078,4079,831,443,436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SARWARA, Parvinder",X,534207,91,1932,1942,2089,2091,2153,2153,2153,2153,2153,2153,2153,2153,2153,2153,2153,2153,2153,2153,2153,2153,2153,2153,2153,2153,2155,2155,2155,2155,2155,2155,2155,2155,2156,2156,2156,2156,2156,2156,2156,2156,2156,2156,2157,2157,2157,2157,2157,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158,2160,2160,2160,2160,2160,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,2162,2162,2162,2162,2162,2162,2162,2162,2162,2162,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2163,2165,2165,2165,2165,2165,2166,2166,2166,2166,2166,2167,2167,2167,2167,2167,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2169,2171,2171,2171,2171,2171,2178,2178,2178,2178,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,2184,2184,2184,2184,2184,2184,2185,2185,2185,2185,2195,2195,2195,2195,2195,2200,2200,2200,2200,2200,2266,2266,2266,2266,2266,2287,2287,2287,2287,2287,222,211,64,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BARNES, Alice",V,534207,84,1742,1744,1752,1753,1756,1756,1756,1756,1756,1756,1756,1756,1756,1756,1756,1756,1756,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757,1757,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1763,1763,1763,1768,1768,1768,1768,1768,1768,1768,1768,1768,1768,1768,1768,1768,1768,1770,1770,1770,1770,1770,1770,1770,1770,1770,1770,1770,1770,1770,1770,1770,1770,1770,1770,1770,1770,1771,1771,1771,1771,1771,1771,1771,1771,1771,1771,1771,1771,1771,1774,1774,1774,1774,1774,1777,1777,1777,1777,1777,1777,1777,1777,1777,1777,1780,1780,1780,1780,1780,1780,1780,1780,1780,1784,1784,1784,1784,1784,1788,1788,1788,1788,1788,1790,1790,1790,1790,1790,1790,1790,1790,1790,1792,1792,1792,1792,1792,1804,1804,1804,1804,1804,1805,1805,1805,1805,1805,2110,2110,2110,2110,2110,3234,3234,3235,3235,3235,3558,3558,3558,3558,3558,3605,3605,3605,3605,3605,3628,3628,3629,3629,3629,3632,3632,3632,3632,3632,3641,3641,3641,3641,3641,3647,3647,3647,3647,3647,4777,4778,4780,4780,4780,4798,4798,4798,4798,4798,4802,4802,4802,4802,4802,4865,4866,4867,4867,4868,4899,4900,4900,4901,4901,4909,4909,4909,4909,4909,24,19,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SABARATNAM, Apsara",V,534207,81,1701,1707,1731,1731,1734,1734,1734,1734,1734,1734,1734,1734,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1737,1737,1737,1737,1737,1738,1738,1738,1738,1738,1738,1738,1738,1738,1738,1742,1742,1742,1742,1742,1742,1742,1742,1742,1742,1742,1742,1742,1744,1744,1744,1744,1744,1744,1744,1744,1744,1746,1746,1746,1746,1746,1749,1749,1749,1749,1749,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1751,1751,1751,1751,1751,1755,1755,1755,1755,1755,1757,1757,1757,1757,1757,1760,1760,1760,1760,1760,1761,1761,1761,1761,1762,1762,1762,1762,1762,1766,1766,1766,1766,1766,1775,1775,1775,1775,1775,1780,1780,1780,1780,1782,1782,1782,1782,1782,1784,1784,1784,1784,1784,1804,1804,1804,1804,1804,1804,1804,1804,1804,1804,2026,2027,2027,2027,2027,2103,2103,2103,2103,2103,34,27,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VAN, David",A,534207,34,1658,2277,2288,263555,263557,263557,263557,263557,263557,263557,263559,263559,263559,263559,263559,263559,263559,263560,263560,263560,263564,263564,263564,263564,263566,263566,263566,263566,263566,263567,263567,263567,263568,263568,263568,263568,263568,263569,263569,263569,263569,263569,263569,263569,263569,263569,263569,263570,263570,263570,263570,263570,263570,263570,263570,263570,263570,263571,263571,263571,263571,263571,263571,263571,263571,263571,263571,263571,263571,263573,263573,263573,263573,263573,263575,263575,263575,263575,263575,263576,263576,263576,263576,263576,263577,263577,263577,263577,263577,263579,263579,263579,263579,263579,263582,263583,263583,263583,263583,263632,263632,263632,263633,263633,263633,263633,263633,263638,263640,263640,263640,263640,263642,263642,263642,263642,263642,263643,263643,263643,263643,263643,263651,263651,263651,263651,263651,263652,263652,263652,263652,263664,263665,263665,263665,263665,263670,263670,263670,263670,263670,263675,263675,263675,263675,263675,263698,263698,263698,263698,263707,263707,263707,263707,263707,263718,263718,263718,263718,263718,263718,263719,263719,263719,263719,263916,263958,263958,263984,263984,263986,263986,263986,263986,263986,263988,263988,263988,263988,263988,263994,263994,263994,263994,263994,264054,264055,264055,264055,264055,264074,264074,264075,264075,264075,264145,264145,264145,264145,264145,264718,264893,264893,264961,264961,265042,265042,265042,265042,265042,265048,265048,265048,265048,265048,265203,265203,265203,265203,265203,265354,265354,265354,265354,265354,265369,265369,265370,265370,265370,267574,267863,267863,268225,268225,268365,268365,268365,268365,268365,268379,268380,268380,268380,268380,268592,268592,268592,268592,268592,269467,269467,269467,269467,269467,269513,269515,269516,269521,269521,270748,270764,270764,270765,270765,271590,271596,271596,271597,271597,271946,271948,271948,271948,271948,272481,272483,272483,272483,272483,273659,273665,273665,273665,273665,274451,274452,274452,274452,274452,275410,275411,275411,275411,275411,276584,276586,276586,276586,276586,277286,277287,277287,277287,277287,283000,283012,283012,283013,283013,284218,284220,284220,284221,284221,288180,288205,288206,288209,288209,300120,300166,300166,300180,300180,311513,311557,311557,311562,311562,316979,316989,316989,316991,316991,322470,322483,322486,322489,322489,340130,340174,340176,340183,340183,356861,356889,356891,356895,356895,403419,403493,403495,403505,403505,417339,417362,417435,417446,434012,437175,496296,496467,496471,496499,497177,497224
"PROCTOR, Claire",V,534207,82,1652,1656,1673,1674,1677,1677,1677,1677,1677,1677,1677,1677,1677,1677,1677,1677,1677,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1680,1680,1680,1680,1680,1680,1680,1682,1682,1682,1682,1682,1684,1684,1684,1684,1684,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1689,1689,1689,1689,1689,1689,1689,1689,1689,1689,1690,1690,1690,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,1692,1692,1692,1692,1692,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1703,1703,1703,1703,1704,1704,1704,1704,1704,1708,1708,1708,1708,1708,1713,1713,1713,1713,1713,1714,1714,1714,1714,1715,1715,1715,1715,1715,1720,1721,1721,1721,1721,1732,1732,1732,1732,1732,1735,1736,1736,1736,1736,2005,2005,2005,2005,2005,2114,2114,2114,2114,2114,2603,2603,2604,2604,2604,2629,2629,2629,2629,2629,2675,2675,2676,2676,2676,2678,2678,2678,2678,2678,2687,2687,2687,2687,2687,2698,2698,2698,2698,2698,29,23,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MULCAHY, Julian",A,534207,37,1583,1818,1819,1902,1902,1902,1902,1902,1902,1902,1902,1902,1902,1902,1902,1902,1902,1902,1902,1902,1903,1903,1903,1903,1903,1903,1903,1903,1903,1904,1904,1904,1905,1905,1905,1905,1905,1905,1905,1905,1905,1905,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1908,1908,1908,1908,1908,1910,1910,1910,1910,1910,1911,1911,1911,1911,1911,1912,1912,1912,1912,1912,1913,1913,1913,1913,1913,1916,1916,1916,1916,1916,1920,1920,1920,1920,1920,1920,1920,1920,1922,1923,1923,1923,1923,1923,1923,1923,1923,1923,1924,1924,1924,1924,1924,1930,1930,1930,1930,1930,1930,1930,1930,1930,1932,1932,1932,1932,1932,1932,1932,1932,1932,1932,1933,1933,1933,1933,1933,1933,1933,1933,1933,1936,1936,1936,1936,1936,1939,1940,1940,1940,1940,1941,1941,1941,1941,1941,2167,2225,2225,2349,2349,2350,2350,2350,2350,2350,2353,2353,2353,2353,2353,2353,2353,2353,2353,2353,2366,2366,2366,2366,2366,2379,2379,2379,2379,2379,2379,2379,2379,2379,2379,503,208,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAMERON, Judy",V,534207,85,1529,1531,1539,1540,1541,1541,1541,1541,1541,1541,1541,1541,1541,1541,1541,1541,1541,1542,1542,1542,1542,1542,1542,1542,1542,1542,1542,1542,1542,1543,1543,1543,1543,1543,1543,1543,1543,1544,1544,1544,1544,1544,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1546,1546,1546,1546,1546,1547,1547,1547,1548,1548,1548,1548,1548,1548,1548,1548,1548,1548,1548,1548,1548,1548,1549,1549,1549,1549,1549,1549,1549,1549,1549,1549,1551,1551,1551,1551,1551,1552,1552,1552,1552,1552,1553,1553,1553,1554,1554,1554,1554,1554,1554,1554,1554,1554,1554,1556,1556,1556,1556,1556,1563,1563,1563,1563,1563,1564,1564,1564,1564,1564,1567,1567,1567,1567,1568,1568,1568,1568,1568,1573,1573,1573,1573,1573,1575,1575,1575,1575,1575,1582,1582,1582,1582,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1593,1593,1593,1593,1593,1594,1594,1594,1594,1594,1672,1672,1672,1672,1672,12,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THOMSON, Nakita",V,534207,83,1223,1224,1232,1232,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1235,1235,1235,1235,1235,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1239,1239,1239,1239,1239,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1242,1242,1242,1242,1242,1247,1247,1247,1247,1247,1248,1248,1248,1248,1248,1251,1251,1251,1251,1252,1252,1252,1252,1252,1255,1255,1255,1255,1255,1258,1258,1258,1258,1258,1262,1262,1262,1262,1263,1263,1263,1263,1263,1266,1268,1268,1268,1268,1277,1277,1277,1277,1277,1279,1279,1279,1279,1279,13,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DICKS, Max",G,534207,111,1207,1209,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,1213,1213,1213,1213,1213,1213,1213,1213,1214,1214,1214,1214,1214,1219,1219,1219,1219,1219,1219,1219,1219,1219,1219,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1234,1234,1234,1235,1235,1235,1235,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1260,1260,1260,1260,1260,1264,1264,1264,1264,1264,1336,1336,1336,1336,1336,1336,1336,1336,1336,1338,1338,1338,1338,1338,1339,1339,1339,1339,1339,1569,1569,1569,1569,2147,2148,2149,2149,2149,2151,2151,2151,2151,2151,2156,2156,2156,2156,2156,2158,2158,2158,2158,2158,2160,2160,2160,2160,2160,2163,2163,2163,2163,2163,2171,2172,2172,2172,2172,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HOPPITT, Kyle",A,534207,36,780,939,942,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,1126,1126,1126,1126,1126,1126,1126,1127,1127,1127,1127,1127,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,1131,1131,1131,1131,1131,1133,1133,1133,1133,1133,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1136,1136,1136,1136,1136,1137,1137,1137,1137,1137,1138,1138,1138,1138,1138,1140,1140,1140,1140,1140,1150,1150,1150,1150,1152,1152,1152,1152,1152,1152,1152,1152,1152,1152,1154,1154,1154,1154,1154,1160,1160,1160,1160,1162,1162,1162,1162,1162,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,342,183,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
